,user,item,actual,predicted
55445,8774,94,5,4.792399
55446,31614,941,4,4.4441614
55447,39180,1,4,3.948095
55448,982,60,3,3.0343153
55449,9420,26,5,4.7962112
55450,24876,91,5,4.273026
55451,41408,43,3,3.0349693
55452,32561,228,5,4.8060794
55453,6800,55,5,4.33126
55454,194,277,3,4.407304
55455,4947,178,2,2.4975514
55456,1710,48,5,4.862847
55457,25830,113,2,2.3673868
55458,15900,467,4,3.0599258
55459,6637,674,4,3.590176
55460,23806,767,5,4.3035355
55461,411,18,5,4.9999275
55462,44061,229,3,2.6127377
55463,29371,851,5,4.106564
55464,5403,11,5,4.8643537
55465,41472,123,5,4.64502
55466,14386,4,5,4.5928273
55467,2289,96,5,4.608254
55468,25721,227,5,4.714789
55469,20517,52,5,4.785846
55470,9701,14,5,4.828276
55471,24287,19,4,3.7361147
55472,15197,103,4,3.8266
55473,40939,713,5,4.54323
55474,1274,258,3,3.9830565
55475,1167,35,4,4.2322345
55476,19669,57,5,3.5456405
55477,8248,6,3,3.0066767
55478,2985,211,5,4.3690686
55479,35449,4,5,4.5705986
55480,13660,2,5,4.192714
55481,41592,75,5,4.446711
55482,2800,74,3,3.671756
55483,10183,36,3,3.1994576
55484,8471,87,4,4.0821667
55485,1009,59,3,3.3308086
55486,5732,36,5,4.6294127
55487,3068,18,5,4.4814467
55488,7395,298,5,4.824198
55489,38353,37,5,4.910727
55490,23175,36,4,4.0426674
55491,21947,109,3,3.1345224
55492,11705,56,5,4.502106
55493,21920,17,4,4.050705
55494,21023,93,1,2.3069258
55495,17347,632,5,4.3505936
55496,8003,382,3,3.3843472
55497,9899,3,4,4.185869
55498,37277,19,5,4.6823983
55499,27588,130,5,3.6714
55500,13109,161,5,4.547117
55501,9924,62,4,4.1026373
55502,27458,54,5,4.6346593
55503,17604,59,3,3.0491714
55504,28123,75,2,2.2504973
55505,4482,124,4,4.9948826
55506,1260,94,2,4.8371696
55507,30158,15,5,4.730529
55508,25362,143,5,4.935517
55509,33491,149,5,3.7602344
55510,597,92,5,4.96201
55511,1665,5,5,4.76542
55512,348,69,5,4.5944285
55513,36706,17,4,4.043931
55514,44085,31,5,4.0412917
55515,29205,144,4,4.134107
55516,5778,191,5,4.7044578
55517,3850,985,3,2.908987
55518,1978,19,5,4.918902
55519,20594,46,5,4.6823845
55520,27928,4,5,4.830805
55521,1929,94,4,4.500409
55522,8182,26,5,4.2397394
55523,10803,92,5,4.479273
55524,40421,83,3,3.218864
55525,28672,17,5,4.8348627
55526,4584,217,5,4.9658575
55527,7222,290,5,4.768242
55528,31290,62,4,4.1244583
55529,29252,254,4,4.152709
55530,3312,101,4,4.031792
55531,15280,0,2,3.0496347
55532,3749,66,5,4.9641566
55533,15702,191,5,4.3071194
55534,21393,19,4,4.0035286
55535,8949,43,2,2.5535655
55536,4029,206,5,3.881655
55537,4101,17,5,4.1659126
55538,22138,152,5,4.8904333
55539,20921,54,5,4.767223
55540,4398,41,5,4.6076155
55541,9570,77,3,4.939614
55542,19096,90,5,4.3679376
55543,39420,19,5,4.198932
55544,20735,95,5,4.2722
55545,16091,59,5,4.790471
55546,534,150,5,4.555144
55547,17468,186,5,4.6329956
55548,19568,100,5,4.6080246
55549,3530,110,4,4.088443
55550,34016,19,5,4.974259
55551,6900,123,5,4.7142415
55552,1397,49,4,3.9408376
55553,23794,139,4,4.097329
55554,2907,62,5,4.9909396
55555,1561,6,1,4.9983573
55556,36122,8,4,4.743706
55557,2325,188,5,3.7320623
55558,1698,152,5,4.754136
55559,41685,5,4,4.0409274
55560,33235,48,5,4.933546
55561,4890,918,5,2.9288669
55562,4661,48,4,4.882663
55563,6501,20,4,4.9284105
55564,4412,99,5,4.9569097
55565,980,11,5,4.673889
55566,2907,180,5,4.982464
55567,14275,131,5,4.704445
55568,36658,18,4,4.6524067
55569,22660,867,4,4.910244
55570,19942,16,5,4.389438
55571,14742,874,5,4.1897874
55572,12440,29,5,4.86968
55573,4774,16,5,4.992278
55574,22977,221,3,2.984353
55575,36364,31,4,4.038954
55576,6342,4,5,4.5610285
55577,23437,104,3,3.0620267
55578,22564,307,4,4.3550415
55579,348,766,5,3.462887
55580,26298,4,5,3.523022
55581,27127,3,3,3.2408597
55582,28647,60,5,4.1911798
55583,42455,94,4,4.5381002
55584,27975,62,4,3.8156497
55585,42526,214,5,4.5829296
55586,8528,89,4,3.9544544
55587,44232,71,4,4.2022786
55588,2953,26,5,4.4805946
55589,4349,6,5,4.8058515
55590,36676,77,5,4.4592614
55591,20157,16,5,4.9355035
55592,40398,730,4,3.644299
55593,17347,177,5,4.9249167
55594,5487,471,4,3.7582228
55595,3836,70,3,4.481002
55596,26553,5,4,4.063222
55597,6659,150,5,4.500705
55598,1588,2,5,4.5333467
55599,42304,193,3,3.1148214
55600,26492,36,4,4.160275
55601,42700,41,4,4.789163
55602,15960,19,5,4.8199177
55603,17342,122,5,4.3473015
55604,31618,177,4,4.131206
55605,17347,289,3,3.3066308
55606,3760,6,4,4.6580834
55607,3893,151,5,4.607324
55608,34664,188,5,4.083931
55609,4221,245,5,4.3546743
55610,10198,227,5,4.7452703
55611,34390,273,4,4.423278
55612,23909,69,5,4.809487
55613,5353,10,4,4.9999404
55614,5096,10,4,4.98614
55615,32740,26,5,4.864696
55616,20348,11,4,4.0068994
55617,36716,131,5,4.6343393
55618,43586,20,5,4.2740517
55619,23995,131,5,4.6087656
55620,4573,56,5,4.4070034
55621,35643,131,3,3.9183292
55622,24220,50,5,4.4482756
55623,43694,242,5,4.306002
55624,23203,56,4,3.7328305
55625,26194,103,4,3.961533
55626,39160,131,3,4.7523775
55627,12592,113,4,4.079083
55628,9416,181,4,3.9098306
55629,30483,55,5,4.670745
55630,2876,11,5,4.3211966
55631,15383,298,5,4.68017
55632,29990,134,5,3.6648152
55633,2761,121,5,4.0448914
55634,25465,19,5,4.9884863
55635,3934,85,5,4.9954505
55636,4255,4,5,4.9598393
55637,31151,973,5,4.105212
55638,10571,572,5,3.4914174
55639,411,438,4,3.9943962
55640,44466,17,5,4.7629366
55641,20489,211,1,4.797137
55642,4525,206,1,3.8013687
55643,14634,27,5,4.0313115
55644,17536,64,2,2.3638713
55645,39399,73,5,4.390112
55646,32490,95,3,4.7626677
55647,3984,1012,5,3.8680887
55648,41413,198,4,4.2324905
55649,36930,71,5,4.693128
55650,8541,147,5,4.9551935
55651,10851,79,5,4.0913057
55652,6038,13,3,3.2286196
55653,16025,813,4,4.147688
55654,29688,11,4,4.0021544
55655,4315,39,3,4.510589
55656,2761,18,3,4.636194
55657,6397,887,2,2.9805114
55658,2529,113,5,4.7949963
55659,18314,18,4,3.6677577
55660,17468,101,5,4.493676
55661,994,2,5,3.9234047
55662,42394,242,3,3.539566
55663,27423,183,5,4.3657556
55664,22660,230,5,4.9900107
55665,33040,164,5,4.66115
55666,18817,91,3,3.1751223
55667,33458,269,5,4.545587
55668,2279,16,4,4.675848
55669,758,188,3,3.8691726
55670,31267,799,3,4.954165
55671,27842,15,5,4.7912784
55672,7775,175,5,4.5046024
55673,15206,767,5,4.323107
55674,6860,2,5,4.588036
55675,27237,30,5,4.5695157
55676,9731,613,5,3.6544943
55677,26047,83,5,4.89386
55678,33551,12,4,3.3684049
55679,3129,898,4,4.025511
55680,44302,864,4,3.9906325
55681,18976,148,3,3.3174262
55682,2907,71,5,4.995256
55683,43251,14,5,4.747031
55684,11263,26,5,4.9940624
55685,1561,25,5,4.952179
55686,3303,71,5,4.9236984
55687,9799,12,5,4.36214
55688,18715,76,2,2.984437
55689,4906,407,5,4.4827323
55690,6083,149,5,3.8402305
55691,20489,619,1,3.42123
55692,8131,7,4,4.316824
55693,3635,817,5,4.45948
55694,40787,19,5,4.9794626
55695,31047,151,3,4.8565683
55696,3306,17,5,4.853514
55697,3365,64,4,4.8474016
55698,12200,289,4,3.199319
55699,25894,12,3,3.6401525
55700,812,41,4,4.302642
55701,541,158,4,4.534055
55702,3318,150,5,4.938601
55703,5926,783,5,4.217288
55704,13152,715,3,4.2276793
55705,22628,26,4,4.025846
55706,2518,2,3,4.7847586
55707,24517,19,3,4.986485
55708,396,54,4,4.848339
55709,43361,2,2,2.473007
55710,29149,193,3,4.341703
55711,28550,148,4,3.9839866
55712,27312,876,5,3.9557085
55713,309,23,4,4.365766
55714,41505,3,5,4.28539
55715,23057,152,4,4.998144
55716,5994,420,5,3.454709
55717,2648,68,5,4.4251637
55718,236,849,4,3.899194
55719,10848,56,4,4.478408
55720,34984,126,4,4.120747
55721,15332,43,5,4.68854
55722,1250,77,5,4.3946757
55723,29161,6,4,4.0123005
55724,31148,132,5,3.6902857
55725,857,65,5,4.936083
55726,23434,30,5,4.455173
55727,17698,795,5,4.8361187
55728,9868,4,5,4.9267697
55729,5682,136,5,4.015776
55730,24825,20,3,3.0243766
55731,25362,852,5,4.556457
55732,25581,199,5,4.556347
55733,18022,83,5,4.7633357
55734,27348,151,5,4.8163314
55735,4326,121,3,4.163274
55736,4535,669,5,3.171413
55737,6051,687,5,4.5181937
55738,3422,452,4,4.4078383
55739,33042,126,5,4.6111064
55740,25227,677,4,2.7208414
55741,4495,206,2,3.1104589
55742,20912,1,2,2.7980523
55743,25183,3,4,4.0944653
55744,8016,702,5,3.8881674
55745,1763,582,4,2.9082313
55746,20538,75,2,2.465098
55747,4815,166,5,4.268804
55748,3251,9,1,1.8781524
55749,43983,64,5,4.6361547
55750,2347,50,1,3.585386
55751,30067,96,5,4.812573
55752,12585,76,1,2.9635668
55753,36463,34,5,3.7050085
55754,37877,147,5,4.586541
55755,41994,53,4,3.3525271
55756,10428,795,4,4.263674
55757,15426,104,2,3.5439262
55758,70,227,5,4.8206024
55759,5058,12,5,4.114428
55760,34951,10,5,4.787799
55761,296,19,5,4.8199964
55762,44765,166,3,3.5271015
55763,13800,145,5,4.569195
55764,28767,99,5,4.8930697
55765,32470,88,4,4.016242
55766,4699,287,5,3.7687964
55767,6621,46,4,3.9118485
55768,17260,23,4,4.0494814
55769,1803,121,4,4.121162
55770,40382,48,5,4.7915344
55771,23057,168,4,4.9059424
55772,2563,241,5,4.0997186
55773,25953,6,4,4.008838
55774,33239,71,5,4.4587836
55775,5085,45,5,4.413441
55776,7473,14,5,4.8310266
55777,35344,75,4,4.0099897
55778,31156,2,4,4.135295
55779,40693,7,4,4.0223813
55780,35011,6,4,4.298411
55781,14365,188,5,4.646749
55782,14524,93,1,2.3559227
55783,1549,98,4,3.876828
55784,21311,20,4,4.409214
55785,21119,100,5,4.759136
55786,24523,48,4,4.030783
55787,40124,94,5,4.6088567
55788,29811,26,5,4.8105783
55789,16777,120,5,4.6307607
55790,2206,115,3,4.2978325
55791,12476,62,5,4.3190613
55792,15188,5,3,3.0206106
55793,34243,217,5,4.4608207
55794,17282,103,4,3.9700975
55795,43764,4,2,3.6614718
55796,32179,12,4,4.0634913
55797,35626,34,4,4.1042223
55798,20496,100,4,4.015547
55799,431,934,5,3.9956493
55800,20489,48,5,4.9994698
55801,23057,224,5,4.7264485
55802,21437,116,5,4.231773
55803,3905,120,5,4.915186
55804,3265,111,5,4.1348157
55805,20535,301,5,4.4437175
55806,32618,103,5,4.3548565
55807,22331,58,5,4.877137
55808,7002,51,4,3.9999912
55809,31203,100,5,4.81289
55810,4354,858,5,4.624716
55811,37045,16,4,4.004999
55812,3257,17,4,4.026182
55813,27312,63,4,4.956584
55814,24568,2,5,4.5110636
55815,44725,214,5,4.828367
55816,42031,124,5,3.5383172
55817,5198,6,5,4.553537
55818,2016,328,5,4.616617
55819,24158,126,3,3.2529402
55820,26089,73,2,2.3505828
55821,21083,849,5,3.843529
55822,13752,258,4,3.9614425
55823,31213,198,5,4.2851205
55824,541,62,5,4.5591016
55825,34578,994,5,4.340082
55826,9425,152,4,4.007147
55827,20402,3,5,4.311635
55828,8541,1002,4,4.533828
55829,40390,75,5,4.2605305
55830,4482,88,5,4.997986
55831,292,798,4,4.033983
55832,19536,89,4,4.06309
55833,26775,3,4,2.933885
55834,346,10,4,4.962982
55835,22520,78,2,3.52887
55836,8754,59,4,4.996255
55837,1867,26,5,3.3825648
55838,34444,74,5,4.024456
55839,19210,169,4,4.1812944
55840,21272,149,5,4.604533
55841,9288,907,4,2.5850594
55842,16520,26,5,4.3588963
55843,5906,92,5,4.7795205
55844,2910,152,4,4.862041
55845,40046,3,2,3.095253
55846,41804,104,5,4.4212675
55847,13603,90,4,4.029947
55848,2875,897,2,3.0171328
55849,22840,132,5,3.383369
55850,2910,153,4,4.8519497
55851,4592,150,2,2.7653124
55852,492,41,4,4.2187552
55853,8835,151,5,4.9574246
55854,3735,5,4,4.999017
55855,26270,120,5,4.788876
55856,17755,152,5,4.5159435
55857,6847,223,5,4.6007886
55858,3007,105,5,3.9290295
55859,33326,17,5,4.978919
55860,9468,16,5,4.7714577
55861,43720,328,5,4.8967247
55862,27971,5,5,4.571071
55863,5419,58,5,4.9910393
55864,703,17,2,2.1722546
55865,38899,5,4,4.2347054
55866,21546,83,5,4.977792
55867,42168,160,4,3.9965143
55868,6153,16,4,4.9891605
55869,15731,146,3,2.4929905
55870,40219,151,5,4.6903424
55871,10973,90,4,4.0134177
55872,1227,126,5,4.285908
55873,35343,6,4,3.9537623
55874,7910,71,5,4.6168103
55875,40490,80,3,3.329554
55876,4318,370,3,4.568963
55877,35665,671,5,4.8082376
55878,8056,11,5,4.777165
55879,6651,14,3,4.7049246
55880,21773,150,5,4.564135
55881,16147,184,5,4.838453
55882,4584,2,5,4.9759645
55883,7366,29,5,4.4868274
55884,14643,3,3,3.2993796
55885,10940,70,4,4.0331416
55886,36539,17,5,4.72087
55887,1227,10,5,4.79751
55888,17347,40,4,4.986007
55889,4868,924,5,4.491516
55890,1564,65,5,4.833954
55891,14279,420,1,3.6131237
55892,35283,18,5,4.804894
55893,24162,56,4,4.0837502
55894,3229,592,5,3.5639288
55895,8078,53,5,4.7194996
55896,41310,55,4,3.8071318
55897,7127,59,5,4.929547
55898,7392,113,5,4.1256056
55899,4697,4,5,4.6910715
55900,19497,34,3,3.503231
55901,15206,295,3,4.163837
55902,3303,213,3,4.910643
55903,12752,56,5,4.547885
55904,14100,496,3,3.4741461
55905,19238,188,3,3.30845
55906,32258,65,4,4.032794
55907,6128,59,5,4.8669157
55908,32196,15,4,4.0350866
55909,25389,137,5,4.139843
55910,23057,16,4,4.9999847
55911,6613,20,3,3.0950096
55912,4176,893,5,4.133996
55913,31588,163,5,4.5674024
55914,29144,131,5,4.788749
55915,3247,62,2,4.6210594
55916,4926,6,5,4.3114305
55917,1518,3,4,3.7503054
55918,5495,45,5,4.3385134
55919,27312,11,4,4.993211
55920,20955,100,5,4.779902
55921,33890,23,3,3.0354824
55922,1611,85,4,4.7136064
55923,1062,65,4,4.7029233
55924,20499,69,5,4.4732957
55925,31772,53,5,4.9919906
55926,44753,92,1,1.8400707
55927,929,6,5,4.656662
55928,41251,45,4,4.051674
55929,33764,40,5,4.2978024
55930,25044,928,3,2.9753742
55931,23012,110,4,3.6246476
55932,5756,531,4,4.0683575
55933,39848,144,5,4.7622743
55934,36862,122,5,3.5748558
55935,9288,19,5,4.8750486
55936,3255,180,5,4.3568296
55937,11718,97,1,2.825019
55938,16070,17,5,4.942644
55939,24845,192,5,4.59803
55940,20373,155,5,4.1731243
55941,33748,131,4,4.024726
55942,12090,201,5,4.8160057
55943,124,2,5,4.359128
55944,17389,27,3,2.9963808
55945,15376,254,5,4.7117386
55946,6512,652,4,4.415768
55947,4932,9,4,4.4916043
55948,39271,130,5,4.5286016
55949,10690,1002,5,4.0510235
55950,26331,10,4,4.027034
55951,31267,48,2,4.999495
55952,34624,822,3,3.527749
55953,20822,147,3,3.9670987
55954,5686,131,5,4.500714
55955,12611,189,3,3.4517934
55956,6585,66,5,4.6492724
55957,27713,10,5,4.8679075
55958,2036,836,4,4.8395586
55959,23648,85,5,4.6719704
55960,1214,26,5,4.052384
55961,27134,17,5,4.809423
55962,21764,4,5,4.933666
55963,11798,794,5,4.162138
55964,122,34,2,4.2039037
55965,4189,41,5,4.493485
55966,34088,187,4,4.1101594
55967,5224,74,3,3.683507
55968,32468,153,5,4.665771
55969,18556,123,5,4.7559605
55970,1376,523,3,2.6267977
55971,4891,2,5,3.7245345
55972,41753,51,5,4.703963
55973,4574,33,5,3.9793725
55974,13514,770,5,4.173917
55975,32381,10,5,4.829361
55976,30564,133,5,4.67181
55977,5854,307,5,4.2899055
55978,957,924,5,4.521209
55979,38294,190,5,4.385374
55980,20817,1,3,3.2838268
55981,19687,96,4,4.330484
55982,1080,233,3,2.9895258
55983,3494,52,4,4.958069
55984,43217,90,4,3.8309803
55985,6164,136,5,4.654803
55986,36631,1,4,3.9753675
55987,29424,27,3,3.0971563
55988,24294,6,4,4.8814874
55989,25570,96,3,3.2052948
55990,3085,75,5,4.6023803
55991,2949,50,5,4.968106
55992,1187,924,5,4.3174963
55993,40526,39,5,4.701738
55994,2892,109,3,4.045719
55995,4496,322,2,3.6229846
55996,32912,104,5,4.613297
55997,2084,86,5,4.4398775
55998,32425,156,5,4.1014805
55999,28135,27,1,1.9801141
56000,27668,898,5,3.7544422
56001,33456,979,5,3.5382352
56002,22070,764,4,4.5729194
56003,13036,146,5,4.6339564
56004,19104,129,5,4.6399584
56005,755,737,4,3.7715962
56006,27147,181,3,2.7450137
56007,2086,135,3,4.6881204
56008,20143,1,1,1.9185148
56009,33580,115,5,4.5178165
56010,35167,64,5,4.5885525
56011,42080,36,4,4.35844
56012,23869,5,4,4.4686623
56013,12171,27,4,3.985643
56014,7915,16,5,4.311335
56015,7258,31,5,4.7506776
56016,4617,657,5,3.8722854
56017,28532,26,5,4.790779
56018,5822,123,1,1.9072161
56019,14523,99,5,4.9429
56020,4319,31,4,4.6306496
56021,1930,31,4,4.029395
56022,6656,16,5,4.70926
56023,22128,932,5,4.0928974
56024,4419,72,1,2.633574
56025,3443,51,5,4.692421
56026,42008,15,5,4.763504
56027,26310,565,5,4.454145
56028,43474,41,5,4.7407637
56029,15766,21,5,4.8289127
56030,19279,48,5,3.967409
56031,1136,79,5,4.8002586
56032,24790,19,5,4.7177606
56033,1627,2,4,3.9564195
56034,32559,183,4,4.055009
56035,40380,58,4,4.2037683
56036,22210,254,4,4.113408
56037,42802,121,3,3.1562958
56038,18233,94,2,3.3943162
56039,23806,836,5,4.3919725
56040,34320,92,4,4.142195
56041,24559,953,4,3.5590715
56042,25865,3,3,3.0747643
56043,44323,14,3,3.2065587
56044,3290,13,4,3.7413554
56045,20658,11,5,4.856133
56046,9802,131,5,4.645218
56047,1971,113,5,4.224019
56048,21235,16,4,4.0101905
56049,1479,83,3,4.6559515
56050,712,17,5,4.8901377
56051,10688,34,5,4.57927
56052,4584,27,5,4.9670205
56053,29236,6,4,4.0161977
56054,8139,148,5,4.074804
56055,22138,852,5,4.3179317
56056,2107,192,4,4.0353084
56057,1383,12,5,4.54608
56058,1145,648,5,3.9003124
56059,29149,940,5,4.5654573
56060,341,115,5,4.743014
56061,20204,6,4,4.0118513
56062,2086,136,5,4.669426
56063,28755,207,2,4.0472064
56064,21119,149,5,4.401709
56065,3960,115,4,4.3665657
56066,33335,41,5,4.795628
56067,26096,451,5,4.1502857
56068,8644,65,5,4.802165
56069,34251,35,5,4.7463074
56070,9283,63,3,3.2790973
56071,11752,144,4,4.102086
56072,590,780,2,3.2205129
56073,18122,214,3,4.437341
56074,6720,14,5,4.2231603
56075,5714,74,5,4.9450865
56076,6826,523,2,2.6778865
56077,27469,606,5,4.1108527
56078,5702,4,3,3.0025854
56079,2518,953,4,3.8853323
56080,309,770,5,3.592664
56081,4025,343,2,2.8734257
56082,18697,17,4,3.388182
56083,19535,59,4,4.0186453
56084,39077,158,5,4.5168157
56085,3895,103,3,4.905945
56086,18206,20,4,4.0242605
56087,5756,45,2,4.998507
56088,1448,571,4,3.3311164
56089,18077,156,5,4.7675624
56090,1336,23,5,3.978225
56091,13854,283,5,4.62263
56092,23128,117,4,3.8513165
56093,36773,2,3,3.5946462
56094,33370,481,4,4.531067
56095,9666,47,5,4.614949
56096,1763,63,5,4.410381
56097,26043,856,3,3.1837506
56098,6635,178,3,4.3881955
56099,8200,84,3,3.3670354
56100,2086,152,5,4.862381
56101,10439,28,5,3.861027
56102,34297,120,5,4.999923
56103,35724,16,4,4.0072403
56104,29413,105,4,4.350674
56105,16317,39,5,4.9814415
56106,21846,109,5,4.4100256
56107,33882,146,5,4.7152452
56108,1783,14,5,4.594297
56109,10805,45,4,4.017571
56110,26199,461,5,3.5877948
56111,29806,156,5,4.393219
56112,17451,193,4,3.4899282
56113,4756,74,1,4.129703
56114,29388,26,3,3.5338056
56115,12745,507,4,4.2442627
56116,11165,671,4,4.275918
56117,30329,90,4,4.6904526
56118,5159,10,5,4.8946095
56119,35088,32,4,4.014707
56120,1187,145,3,4.4354157
56121,19032,26,4,4.0336757
56122,9451,491,1,2.0401292
56123,5419,183,5,4.903739
56124,3584,303,4,3.7127008
56125,24493,18,5,4.3137364
56126,29251,289,4,3.23329
56127,30938,855,5,4.7560673
56128,20586,47,4,4.1620235
56129,18107,88,5,4.542205
56130,7119,16,5,4.8908415
56131,40875,45,2,2.174303
56132,40160,4,3,3.0219162
56133,1224,10,5,4.85455
56134,1274,149,3,4.5319977
56135,5793,78,1,2.2066278
56136,2282,241,5,3.8100104
56137,30938,856,3,4.398595
56138,14642,41,4,3.529817
56139,32058,5,5,4.5815353
56140,33761,51,5,4.820027
56141,1039,6,5,4.913252
56142,6564,218,1,3.2905216
56143,37996,152,5,4.5803165
56144,23827,104,3,3.104445
56145,7065,647,5,4.2489376
56146,1750,10,2,4.5184593
56147,22926,51,5,4.625416
56148,697,123,5,4.12352
56149,9284,9,5,4.759902
56150,19363,184,2,2.826283
56151,4756,11,2,4.745606
56152,4652,68,5,4.6325855
56153,11935,709,3,3.6547744
56154,364,181,5,4.296314
56155,6734,560,2,4.063671
56156,20447,68,5,4.7495694
56157,28291,52,2,2.3552885
56158,1904,370,5,4.6309156
56159,4584,21,5,4.9997764
56160,20860,47,4,4.0644155
56161,16045,49,5,4.328623
56162,4950,159,5,4.4546905
56163,41761,141,4,3.8213217
56164,35168,85,3,3.5594893
56165,6773,90,5,4.6622453
56166,26997,150,5,4.515305
56167,4927,10,5,4.8409038
56168,3755,506,3,2.764007
56169,29234,77,4,4.0584364
56170,1374,78,5,4.426527
56171,30083,99,5,3.6079643
56172,13004,148,5,4.217671
56173,28588,146,5,4.702036
56174,163,227,4,4.2098336
56175,30100,363,5,3.584333
56176,38659,16,4,4.0262957
56177,37386,41,4,4.6254573
56178,4222,4,5,4.907751
56179,3042,19,5,4.7999153
56180,18199,69,5,4.999847
56181,42606,73,3,3.611654
56182,4393,26,4,4.9983783
56183,24284,54,5,4.805687
56184,14055,124,4,4.0749044
56185,36166,137,5,4.5070486
56186,4927,67,4,4.422578
56187,36731,147,5,4.613578
56188,25717,88,5,4.5880837
56189,20410,15,4,4.1136613
56190,1731,65,4,4.919618
56191,11729,1,4,4.189157
56192,12664,210,5,4.589217
56193,4584,40,4,4.9898453
56194,2946,151,5,4.6653047
56195,40675,92,5,3.119558
56196,2906,4,4,4.654101
56197,1132,4,5,4.9785748
56198,3444,28,1,3.0064292
56199,31867,183,5,4.5139813
56200,31538,109,5,4.4157925
56201,13020,176,5,4.2860303
56202,28497,45,5,4.287468
56203,472,68,1,2.3704348
56204,6158,105,5,4.958831
56205,7912,23,2,2.9311438
56206,10472,241,4,3.8689497
56207,4029,181,4,4.3032618
56208,41889,59,5,4.7405014
56209,32580,69,5,4.9986987
56210,2987,112,4,4.9247446
56211,34572,79,4,4.047159
56212,36552,4,5,4.784371
56213,7127,374,5,3.7833328
56214,35048,103,5,4.62771
56215,25124,58,5,4.8400836
56216,5408,327,4,3.5940318
56217,41227,62,5,4.6367154
56218,3407,152,5,4.973651
56219,42224,100,4,4.059332
56220,13472,123,5,4.5740747
56221,19542,118,3,3.772783
56222,4347,51,5,4.949192
56223,39993,576,5,4.253027
56224,4226,77,5,4.622049
56225,32579,64,1,4.023089
56226,40945,17,5,4.852408
56227,14737,52,5,4.6565776
56228,42620,43,5,4.704835
56229,9672,115,4,4.1205916
56230,36408,100,5,4.895081
56231,20666,39,5,4.7236357
56232,27188,90,5,4.7155457
56233,23011,2,4,4.1076136
56234,15537,98,4,4.4941506
56235,9823,90,5,3.9815924
56236,11156,4,4,4.4815106
56237,35063,34,5,4.5010204
56238,41701,143,5,4.380295
56239,9292,17,5,4.718811
56240,22479,88,5,4.510886
56241,42352,105,5,3.980758
56242,35807,124,3,4.4740324
56243,4139,110,5,3.8616772
56244,13337,165,3,3.3593366
56245,13354,103,5,4.228153
56246,37907,65,5,4.111866
56247,370,94,5,4.876755
56248,20992,228,5,4.972847
56249,21215,266,2,2.553624
56250,5318,133,5,3.641051
56251,2766,874,3,3.7119522
56252,4075,39,5,4.9411244
56253,2086,17,1,4.8519735
56254,2086,63,4,4.8953147
56255,17587,4,3,3.9814143
56256,14700,69,3,4.477133
56257,22973,163,5,4.5719857
56258,40430,34,2,2.3112686
56259,35915,65,5,4.7617903
56260,1550,94,5,3.6481671
56261,34707,88,2,2.446351
56262,40576,4,4,4.0152426
56263,18618,4,5,4.982146
56264,9022,923,5,4.966815
56265,4515,35,5,4.985543
56266,1365,17,4,4.491436
56267,32324,105,4,4.1600814
56268,22625,372,4,4.2082114
56269,852,11,5,4.986156
56270,26191,65,3,3.230927
56271,18066,373,5,3.2308812
56272,110,898,4,3.8153763
56273,10993,21,5,4.837918
56274,5894,1012,5,4.4939637
56275,18970,36,2,2.125659
56276,35599,8,5,4.600116
56277,34845,670,3,4.30203
56278,38141,100,2,2.2296379
56279,41762,150,5,4.167774
56280,25403,860,5,3.4242697
56281,3327,1,4,4.744006
56282,38151,134,4,4.1485767
56283,42337,220,4,3.7492971
56284,852,83,5,4.9276843
56285,25362,192,3,4.8918767
56286,32848,1004,5,4.099815
56287,24277,65,5,4.7849665
56288,11324,6,1,1.979648
56289,7472,31,4,4.3437185
56290,942,25,5,4.447838
56291,28551,174,5,4.151226
56292,19881,177,4,4.0934176
56293,21664,201,5,4.4141183
56294,28034,177,4,4.1471853
56295,39014,19,5,4.8577933
56296,32971,11,2,2.1598368
56297,23745,34,5,4.4912724
56298,10588,17,1,1.8305857
56299,41450,16,5,4.2689223
56300,43878,150,5,4.476246
56301,235,16,4,4.0192018
56302,5016,27,4,3.7812533
56303,4525,35,2,4.953537
56304,777,493,5,4.4667397
56305,1217,31,5,4.6744637
56306,6433,17,5,4.6028867
56307,8673,34,4,4.146578
56308,17467,67,5,4.7851853
56309,14865,77,3,3.2378035
56310,1388,132,1,2.8911572
56311,8860,65,5,4.879061
56312,852,129,4,4.741195
56313,2518,225,3,4.528199
56314,12764,41,4,4.6642394
56315,2907,115,3,4.995541
56316,23475,2,5,3.9607742
56317,35330,62,4,4.1003046
56318,11085,225,5,4.0325365
56319,40042,110,1,3.2457256
56320,366,31,5,4.854929
56321,16976,59,5,4.837798
56322,597,906,4,4.003
56323,42117,122,2,2.091054
56324,2554,150,3,4.7705584
56325,12065,16,4,3.3415031
56326,10372,69,5,4.6639223
56327,2518,172,5,4.8526325
56328,1013,35,5,4.7980433
56329,41211,163,5,4.7189193
56330,7000,27,2,2.3867612
56331,35309,8,4,4.101549
56332,23334,16,5,4.7879977
56333,2518,247,5,4.3163424
56334,9981,5,5,4.5998244
56335,4475,51,5,4.657741
56336,1676,150,5,4.9392934
56337,31306,52,4,4.00794
56338,6992,100,5,4.407684
56339,12959,153,1,4.804145
56340,43913,79,5,4.878647
56341,41523,994,5,4.5632086
56342,20950,66,3,3.2059498
56343,3595,2,5,4.465594
56344,31547,131,4,4.544964
56345,15321,18,5,4.7880535
